qty__sum_values,qty__median,qty__mean,qty__length,qty__standard_deviation,qty__variance,qty__root_mean_square,qty__maximum,qty__absolute_maximum,qty__minimum,seller_category,inventory_category,seller_level,category1,category2,category3,warehouse _category,warehouse _region
264.0,5.0,6.1395348837209305,43.0,5.475447928363941,29.98053001622498,8.226446292576835,20.0,20.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,西南
530.0,11.0,15.142857142857142,35.0,9.940229537858071,98.80816326530612,18.11392518793996,40.0,40.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,西南
589.8529411764706,17.0,16.85294117647059,35.0,10.09705007257403,101.95042016806724,19.64617129278998,42.0,42.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,西南
111.36363636363636,3.0,3.181818181818182,35.0,2.8730724763822884,8.254545454545456,4.287016724564323,14.0,14.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,西北
64.0,2.0,1.9393939393939397,33.0,1.9217951509949005,3.693296602387513,2.73030134866931,6.0,6.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,西北
114.58064516129032,3.0,3.5806451612903225,32.0,3.489038133465181,12.173387096774194,4.999440655497972,15.0,15.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,西北
138.6206896551724,4.0,4.620689655172414,30.0,4.6217874832395625,21.360919540229887,6.535418305636392,22.0,22.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,西北
198.0,3.0,4.604651162790698,43.0,4.808614048180527,23.12276906435911,6.657745969571747,17.0,17.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,华中
444.7058823529412,11.0,12.705882352941176,35.0,10.421213013477312,108.60168067226893,16.432928133447515,48.0,48.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,华中
145.14705882352942,3.0,4.147058823529412,35.0,4.940401099628459,24.407563025210084,6.4502449496916965,26.0,26.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,华中
290.54545454545456,7.0,8.545454545454547,34.0,6.240715028277698,38.94652406417112,10.58165003449844,26.0,26.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,华中
50.0,1.0,1.1363636363636365,44.0,1.0572457590557278,1.1177685950413223,1.5521246435421705,4.0,4.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_8,区域仓,东北
397.0,6.5,11.02777777777778,36.0,10.452235569248414,109.24922839506172,15.19411435757646,34.0,34.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,东北
108.0,2.0,3.857142857142857,28.0,4.364747462129197,19.051020408163264,5.824823725107176,17.0,17.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,东北
2398.0,38.0,53.28888888888889,45.0,58.76000991688225,3452.7387654321,79.32492952687979,226.0,226.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,华东
407.6470588235294,11.0,11.647058823529411,35.0,8.668110200832793,75.13613445378151,14.518612664181653,45.0,45.0,1.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,华东
479.7058823529412,13.705882352941176,13.705882352941176,35.0,9.938466141397146,98.77310924369748,16.929982879978404,38.0,38.0,0.0,数码,C,Large,手机通讯,手机配件,手机配件_7,区域仓,华东
68.52272727272728,1.0,1.522727272727273,45.0,1.0217335239383083,1.0439393939393942,1.833749639685536,4.0,4.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,中心仓,华东
39.0,1.0,0.8863636363636364,44.0,0.9345856906796404,0.8734504132231404,1.288057028664069,3.0,3.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,中心仓,华东
163.0,4.0,3.880952380952381,42.0,2.195258754163715,4.819160997732426,4.458806160952994,9.0,9.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,中心仓,华东
372.0,8.5,8.857142857142858,42.0,4.09163739823551,16.741496598639454,9.75656067425792,19.0,19.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,中心仓,华东
33.03225806451613,1.0,1.032258064516129,32.0,1.0150083425686072,1.030241935483871,1.4476873444367937,4.0,4.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,中心仓,华东
18.0,1.0,0.6206896551724138,29.0,0.6650793628271003,0.4423305588585017,0.909717652294684,2.0,2.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,中心仓,华东
8.285714285714285,0.0,0.2857142857142857,29.0,0.4438967616184753,0.1970443349753694,0.5278986531869483,1.0,1.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,中心仓,华东
58.0,1.0,1.318181818181818,44.0,1.143613238673557,1.3078512396694213,1.7451230745865878,4.0,4.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,区域仓,华南
30.73170731707317,1.0,0.7317073170731707,42.0,0.7245488002856358,0.5249709639953543,1.0297410168842318,2.0,2.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,区域仓,华南
144.0,3.0,3.4285714285714284,42.0,2.216205005375256,4.91156462585034,4.08248290463863,8.0,8.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,区域仓,华南
27.0,0.0,0.7105263157894737,38.0,0.8555667477373082,0.7319944598337949,1.1121340320587074,3.0,3.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,区域仓,华南
101.0,2.0,2.2444444444444445,45.0,1.7657929355839046,3.118024691358024,2.8557933320805198,7.0,7.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,区域仓,华北
72.0,1.0,1.6,45.0,1.3727506854649332,1.884444444444444,2.10818510677892,5.0,5.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,区域仓,华北
32.0,1.0,0.8205128205128205,39.0,0.8124604880899927,0.6600920447074292,1.1547005383792517,3.0,3.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,区域仓,华北
20.0,0.0,0.4444444444444444,45.0,0.6516834799384525,0.4246913580246915,0.7888106377466155,2.0,2.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,区域仓,西南
77.0,1.0,1.8333333333333333,42.0,1.6171207020749456,2.615079365079365,2.4446248129703823,6.0,6.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,区域仓,西南
13.325,0.0,0.3249999999999999,41.0,0.558198321256575,0.3115853658536585,0.6459182346502215,2.0,2.0,0.0,手机通讯,B,Large,手机通讯,手机配件,手机配件_5,区域仓,华中
444.0,9.0,9.866666666666667,45.0,4.052982440952176,16.426666666666662,10.666666666666666,19.0,19.0,1.0,手机通讯,B,Medium,手机通讯,手机配件,手机配件_6,中心仓,华东
467.62790697674416,10.0,10.627906976744184,44.0,3.477350453054958,12.09196617336152,11.18232412692859,21.0,21.0,6.0,手机通讯,B,Medium,手机通讯,手机配件,手机配件_6,中心仓,华东
228.0,5.5,5.181818181818182,44.0,2.1455315856738086,4.603305785123967,5.608435205522611,9.0,9.0,1.0,手机通讯,B,Medium,手机通讯,手机配件,手机配件_6,中心仓,华东
155.0,3.0,3.9743589743589753,39.0,2.069152923264822,4.281393819855357,4.480727962834061,9.0,9.0,1.0,手机通讯,B,Medium,手机通讯,手机配件,手机配件_6,中心仓,华东
121.0,3.0,3.6666666666666665,33.0,2.211083193570267,4.888888888888889,4.281744192888376,10.0,10.0,1.0,手机通讯,B,Medium,手机通讯,手机配件,手机配件_6,中心仓,华东
46.0,1.0,1.022222222222222,45.0,0.8816370855501057,0.7772839506172844,1.3498971154211057,3.0,3.0,0.0,手机通讯,B,Medium,手机通讯,手机配件,手机配件_6,区域仓,华南
78.7906976744186,1.0,1.7906976744186045,44.0,1.4390359704722104,2.0708245243128967,2.29726417407339,6.0,6.0,0.0,手机通讯,B,Medium,手机通讯,手机配件,手机配件_6,区域仓,华南
29.0,1.0,0.7435897435897436,39.0,0.8075905511806986,0.6522024983563445,1.0977833142875717,3.0,3.0,0.0,手机通讯,B,Medium,手机通讯,手机配件,手机配件_6,区域仓,华南
33.0,1.0,0.8461538461538461,39.0,0.9209376921060496,0.8481262327416172,1.2506408613597126,3.0,3.0,0.0,手机通讯,B,Medium,手机通讯,手机配件,手机配件_6,区域仓,西南
51.0,1.0,1.186046511627907,43.0,1.0174252490338307,1.0351541373715525,1.5626453420774271,3.0,3.0,0.0,手机通讯,B,Medium,手机通讯,手机配件,手机配件_6,区域仓,华中
61.0,1.0,1.4186046511627908,43.0,1.2432619911277822,1.5457003785830177,1.8863031397110384,5.0,5.0,0.0,手机通讯,B,Medium,手机通讯,手机配件,手机配件_6,区域仓,华中
9.0,0.0,0.2571428571428571,35.0,0.4370588154508102,0.1910204081632653,0.50709255283711,1.0,1.0,0.0,手机通讯,B,Medium,手机通讯,手机配件,手机配件_6,区域仓,华中
84.93023255813954,2.0,1.930232558139535,44.0,1.42055285072092,2.017970401691332,2.3966159747012505,6.0,6.0,0.0,手机通讯,B,Medium,手机通讯,手机配件,手机配件_6,区域仓,华北
53.0,1.0,1.606060606060606,33.0,1.4962456843186072,2.238751147842057,2.195035721390843,5.0,5.0,0.0,手机通讯,B,Medium,手机通讯,手机配件,手机配件_6,区域仓,华北
84.0,1.0,1.8666666666666667,45.0,1.84511366707974,3.4044444444444446,2.6246692913372702,7.0,7.0,0.0,宠物健康,A,Large,宠物生活,猫狗主粮,猫狗主粮_2,中心仓,华东
50.0,1.0,1.162790697674419,43.0,1.0768220374688582,1.159545700378583,1.584811631386123,3.0,3.0,0.0,宠物健康,A,Large,宠物生活,猫狗主粮,猫狗主粮_1,中心仓,华东
39.975,1.0,0.975,41.0,1.2780988167453462,1.633536585365854,1.607532763387998,5.0,5.0,0.0,宠物健康,A,Large,宠物生活,猫狗主粮,猫狗主粮_1,中心仓,华东
411.0,16.0,15.807692307692308,26.0,7.595642631288581,57.693786982248525,17.537871110169647,36.0,36.0,6.0,宠物健康,A,Large,宠物生活,猫狗主粮,猫狗主粮_1,中心仓,华东
68.0,2.0,2.72,25.0,1.8004443895883038,3.2416,3.2619012860600183,8.0,8.0,0.0,宠物健康,A,Large,宠物生活,猫狗主粮,猫狗主粮_2,中心仓,华东
12.285714285714285,0.0,0.2857142857142857,43.0,0.4958297853898394,0.2458471760797342,0.5722585334802432,2.0,2.0,0.0,宠物健康,A,Large,宠物生活,猫狗主粮,猫狗主粮_1,区域仓,西南
319.0,9.0,11.0,29.0,4.820931373743545,23.24137931034483,12.010053260096097,20.0,20.0,2.0,宠物健康,A,Large,宠物生活,猫狗零食,猫狗零食_2,区域仓,西南
114.0,3.0,2.533333333333333,45.0,2.072036035722674,4.293333333333335,3.272783388968954,6.0,6.0,0.0,宠物健康,A,Large,宠物生活,猫狗主粮,猫狗主粮_1,区域仓,华东
26.666666666666664,0.0,0.6666666666666666,40.0,0.8465616732800196,0.7166666666666667,1.0775486583496408,3.0,3.0,0.0,宠物健康,A,Large,宠物生活,猫狗主粮,猫狗主粮_2,区域仓,华东
44.0,1.0,1.1891891891891893,37.0,0.9819406553829704,0.9642074506939374,1.5421992019121196,3.0,3.0,0.0,宠物健康,A,Large,宠物生活,猫狗主粮,猫狗主粮_1,区域仓,华东
57.0,1.0,2.28,25.0,2.661127580556784,7.081600000000001,3.504283093587046,8.0,8.0,0.0,宠物健康,A,Large,宠物生活,猫狗主粮,猫狗主粮_1,区域仓,华东
462.0,12.0,15.93103448275862,29.0,8.997819791416749,80.96076099881094,18.29641004923248,35.0,35.0,4.0,宠物健康,A,Large,宠物生活,猫狗零食,猫狗零食_2,区域仓,华北
114.0,4.0,4.384615384615385,26.0,2.975243016279033,8.852071005917159,5.298766184398315,10.0,10.0,0.0,宠物健康,A,Large,宠物生活,猫狗主粮,猫狗主粮_1,区域仓,华北
55.0,2.0,2.1153846153846154,26.0,1.5019710915205104,2.255917159763314,2.5943726083138543,5.0,5.0,0.0,宠物健康,A,Large,宠物生活,猫狗主粮,猫狗主粮_1,区域仓,华北
5.0,0.0,0.119047619047619,42.0,0.3238445359222724,0.104875283446712,0.3450327796711771,1.0,1.0,0.0,宠物健康,A,Large,宠物生活,猫狗主粮,猫狗主粮_1,区域仓,华南
240.0,8.0,8.275862068965518,29.0,3.903107088780972,15.234244946492272,9.150089503990356,15.0,15.0,1.0,宠物健康,A,Large,宠物生活,猫狗零食,猫狗零食_2,区域仓,华中
143.0,2.0,3.25,44.0,3.491060010942235,12.1875,4.769696007084728,12.0,12.0,0.0,美妆护肤,B,Large,个人护理,洗发护发,洗发护发_3,中心仓,华东
209.1515151515152,6.0,6.151515151515151,34.0,3.387878150121592,11.4777183600713,7.022738569774029,13.0,13.0,1.0,美妆护肤,B,Large,个人护理,身体护理,身体护理_3,中心仓,华东
230.0,9.0,10.0,23.0,6.100605814535785,37.21739130434783,11.713982725971036,23.0,23.0,1.0,美妆护肤,B,Large,美妆护肤,面部护肤,面部护肤_2,中心仓,华东
17.0,0.0,0.4358974358974359,39.0,0.6322475900481002,0.3997370151216304,0.7679476477883045,2.0,2.0,0.0,美妆护肤,B,Large,个人护理,身体护理,身体护理_3,区域仓,西北
17.0,0.0,0.5,34.0,0.6063390625908325,0.3676470588235294,0.7859052479933758,2.0,2.0,0.0,美妆护肤,B,Large,个人护理,身体护理,身体护理_3,区域仓,西北
11.0,0.0,0.3548387096774194,31.0,0.5982979674513357,0.3579604578563995,0.6956083436402524,2.0,2.0,0.0,美妆护肤,B,Large,个人护理,身体护理,身体护理_3,区域仓,东北
16.0,0.0,0.6956521739130435,23.0,0.9971604296678014,0.9943289224952744,1.2158375177486576,3.0,3.0,0.0,美妆护肤,B,Large,美妆护肤,香水彩妆,香水彩妆_6,区域仓,华中
6.2,0.0,0.2,31.0,0.3934955014703718,0.1548387096774194,0.4414053802089632,1.0,1.0,0.0,美妆护肤,B,Large,个人护理,洗发护发,洗发护发_2,区域仓,华东
17.0,1.0,0.68,25.0,0.7332121111929344,0.5376,1.0,2.0,2.0,0.0,美妆护肤,B,Large,美妆护肤,香水彩妆,香水彩妆_6,区域仓,华东
8.0,0.0,0.3478260869565217,23.0,0.5601782055097881,0.3137996219281664,0.659380473395787,2.0,2.0,0.0,美妆护肤,B,Large,美妆护肤,面部护肤,面部护肤_9,区域仓,华东
24.0,0.0,0.7058823529411765,34.0,1.0154515589195334,1.0311418685121103,1.2366938848016846,3.0,3.0,0.0,美妆护肤,B,Large,个人护理,身体护理,身体护理_3,区域仓,西南
10.0,0.0,0.3846153846153846,26.0,0.6837072628704299,0.4674556213017751,0.7844645405527362,2.0,2.0,0.0,美妆护肤,B,Large,美妆护肤,香水彩妆,香水彩妆_6,区域仓,西南
68.0,2.0,2.0,34.0,1.495090003192804,2.235294117647059,2.497057091387191,6.0,6.0,0.0,美妆护肤,B,Large,个人护理,身体护理,身体护理_3,区域仓,华南
44.0,2.0,1.76,25.0,1.3646977687385584,1.8624,2.227105745132009,4.0,4.0,0.0,美妆护肤,B,Large,美妆护肤,面部护肤,面部护肤_9,区域仓,华南
20.0,0.0,0.6060606060606061,33.0,0.6936680692278543,0.4811753902662993,0.9211323729436766,2.0,2.0,0.0,美妆护肤,B,Large,个人护理,身体护理,身体护理_3,区域仓,华北
26.0,1.0,1.04,25.0,1.215894732285653,1.4783999999999995,1.6,4.0,4.0,0.0,美妆护肤,B,Large,美妆护肤,香水彩妆,香水彩妆_6,区域仓,华北
32.8,0.0,0.7999999999999999,41.0,1.040637703174497,1.0829268292682928,1.3126030737691774,3.0,3.0,0.0,居家生活,B,New,生活日用,家装软饰,家装软饰_6,中心仓,华东
60.84375,1.0,1.84375,33.0,1.7599823518398925,3.097537878787879,2.5489119132068647,7.0,7.0,0.0,居家生活,B,New,生活日用,家装软饰,家装软饰_1,中心仓,华东
15.0,0.0,0.4545454545454545,33.0,0.6075738683564673,0.3691460055096418,0.7587869106393281,2.0,2.0,0.0,居家生活,B,New,生活日用,日用杂货,日用杂货_1,中心仓,华东
11.733333333333334,0.0,0.3666666666666667,32.0,0.6838920480114777,0.4677083333333333,0.7759850370836913,2.0,2.0,0.0,居家生活,B,New,生活日用,日用杂货,日用杂货_2,中心仓,华东
90.22222222222224,1.0,3.2222222222222223,28.0,3.866830866792722,14.952380952380953,5.033398156490669,13.0,13.0,0.0,居家生活,B,New,生活日用,婚庆节庆,婚庆节庆_1,中心仓,华东
38.72093023255814,0.8604651162790697,0.8604651162790697,45.0,1.0869201207251658,1.181395348837209,1.3862884134156075,5.0,5.0,0.0,居家生活,B,New,生活日用,家装软饰,家装软饰_1,区域仓,华中
10.285714285714286,0.0,0.2857142857142857,36.0,0.6042179781166437,0.3650793650793649,0.6683651832199142,2.0,2.0,0.0,居家生活,B,New,生活日用,日用杂货,日用杂货_1,区域仓,华中
17.62962962962963,0.0,0.6296296296296297,28.0,0.931517508007696,0.8677248677248678,1.1243479613680154,3.0,3.0,0.0,居家生活,B,New,生活日用,家装软饰,家装软饰_7,区域仓,华中
97.0,1.0,2.6944444444444446,36.0,3.580963902238586,12.823302469135804,4.481443219916251,12.0,12.0,0.0,居家生活,B,New,生活日用,婚庆节庆,婚庆节庆_2,区域仓,华北
43.97727272727273,1.0,0.9772727272727272,45.0,0.9772668545747906,0.9550505050505048,1.3820681924281375,3.0,3.0,0.0,居家生活,B,New,生活日用,家装软饰,家装软饰_1,区域仓,西南
41.93181818181818,0.0,0.9318181818181818,45.0,1.4360087785669042,2.062121212121212,1.7118429647862428,6.0,6.0,0.0,居家生活,B,New,生活日用,婚庆节庆,婚庆节庆_2,区域仓,西南
15.357142857142858,0.0,0.3571428571428571,43.0,0.6405458635587767,0.410299003322259,0.7333825902831498,2.0,2.0,0.0,居家生活,B,New,生活日用,家装软饰,家装软饰_2,区域仓,西南
187.2558139534884,3.0,4.255813953488372,44.0,4.134626636193263,17.09513742071882,5.9335562546777245,18.0,18.0,0.0,服饰内衣,A,Large,服饰内衣,服饰配件,服饰配件_4,中心仓,华东
115.6904761904762,3.0,2.6904761904761902,43.0,1.5919579174947422,2.5343300110741964,3.1261785205892307,6.0,6.0,0.0,服饰内衣,A,Large,服饰内衣,服饰配件,服饰配件_4,中心仓,华东
407.3142857142857,9.0,11.314285714285711,36.0,9.320739803051604,86.87619047619047,14.659101326502942,34.0,34.0,0.0,服饰内衣,A,Large,服饰内衣,服饰配件,服饰配件_4,中心仓,华东
28.933333333333334,0.9333333333333332,0.9333333333333332,31.0,1.1621263418443806,1.3505376344086022,1.4905196226550368,4.0,4.0,0.0,服饰内衣,A,Large,服饰内衣,服饰配件,服饰配件_4,中心仓,华东
93.0,3.0,4.043478260869565,23.0,3.861496228030351,14.911153119092626,5.59114206269322,14.0,14.0,0.0,服饰内衣,A,Large,服饰内衣,服饰配件,服饰配件_4,中心仓,华东
187.2558139534884,2.0,4.255813953488372,44.0,5.4941829703449,30.186046511627907,6.949676173630986,21.0,21.0,0.0,服饰内衣,A,Large,服饰内衣,服饰配件,服饰配件_4,区域仓,华北
12.27906976744186,0.0,0.2790697674418604,44.0,0.6151711290124088,0.3784355179704016,0.6755112531042364,3.0,3.0,0.0,服饰内衣,A,Large,服饰内衣,服饰配件,服饰配件_7,区域仓,华北
66.0,1.0,1.5,44.0,1.4809395052404464,2.1931818181818183,2.107885627395808,6.0,6.0,0.0,服饰内衣,A,Large,服饰内衣,服饰配件,服饰配件_7,区域仓,华东
120.07894736842104,2.0,3.0789473684210527,39.0,3.261127529939869,10.634952766531711,4.484960386005504,15.0,15.0,0.0,服饰内衣,A,Large,服饰内衣,服饰配件,服饰配件_4,区域仓,华东
11.275,0.0,0.275,41.0,0.5838267367435183,0.3408536585365854,0.6453515774650166,2.0,2.0,0.0,服饰内衣,A,Large,服饰内衣,服饰配件,服饰配件_4,区域仓,西南
89.55882352941177,1.0,2.558823529411765,35.0,2.7896868894513003,7.7823529411764705,3.7854895054467854,9.0,9.0,0.0,服饰内衣,A,Large,服饰内衣,服饰配件,服饰配件_4,区域仓,西南
4.0,0.0,0.125,32.0,0.3307189138830738,0.109375,0.3535533905932738,1.0,1.0,0.0,家用电器,B,Small,家用电器,环境电器,环境电器_4,中心仓,华东
273.0,8.0,8.53125,32.0,3.7830574192708206,14.3115234375,9.332403227465043,17.0,17.0,3.0,家用电器,B,Small,家用电器,环境电器,环境电器_2,中心仓,华东
159.0,6.0,5.129032258064516,31.0,2.5995276926330035,6.757544224765867,5.750175312895448,11.0,11.0,0.0,家用电器,B,Small,家用电器,个护健康,个护健康_1,中心仓,华东
39.0,1.0,1.3,30.0,1.187434208703792,1.4100000000000006,1.760681686165901,4.0,4.0,0.0,家用电器,B,Small,家用电器,厨房小电,厨房小电_5,中心仓,华东
36.206896551724135,1.0,1.206896551724138,30.0,1.2484473115254693,1.5586206896551722,1.736438877766444,4.0,4.0,0.0,家用电器,B,Small,家用电器,环境电器,环境电器_4,中心仓,华东
101.0,4.0,4.208333333333333,24.0,2.565462379810357,6.581597222222221,4.928657694207081,12.0,12.0,1.0,家用电器,B,Small,家用电器,个护健康,个护健康_7,中心仓,华东
31.0,1.0,1.0,31.0,0.762000762001143,0.5806451612903226,1.2572371141874243,3.0,3.0,0.0,家用电器,B,Small,家用电器,环境电器,环境电器_2,区域仓,西南
121.0,3.5,4.653846153846154,26.0,4.075652922607877,16.61094674556213,6.1862129586064825,14.0,14.0,0.0,家用电器,B,Small,家用电器,环境电器,环境电器_1,区域仓,西南
33.0,1.0,1.1,30.0,1.16476034731041,1.356666666666667,1.6020819787597222,3.0,3.0,0.0,家用电器,B,Small,家用电器,个护健康,个护健康_1,区域仓,华北
48.62068965517241,1.0,1.6206896551724137,30.0,1.1376523518031414,1.2942528735632186,1.9801231860533568,5.0,5.0,0.0,家用电器,B,Small,家用电器,环境电器,环境电器_2,区域仓,华北
168.23076923076923,4.0,6.230769230769231,27.0,7.548890977206851,56.985754985754994,9.788168377835332,29.0,29.0,0.0,家用电器,B,Small,家用电器,环境电器,环境电器_1,区域仓,华北
83.2,2.0,3.2,26.0,3.6055512754639896,13.000000000000002,4.8207883172775805,13.0,13.0,0.0,家用电器,B,Small,家用电器,环境电器,环境电器_1,区域仓,华南
19.0,1.0,0.6785714285714286,28.0,0.6008072800450257,0.3609693877551019,0.9063269671749656,2.0,2.0,0.0,家用电器,B,Small,家用电器,个护健康,个护健康_1,区域仓,华东
98.0,2.0,2.5128205128205128,39.0,2.134836748358836,4.557527942143327,3.297240493472515,7.0,7.0,0.0,食品饮料,A,New,玩具乐器,潮玩/动漫,潮玩/动漫_2,中心仓,华东
33.0,1.0,0.868421052631579,38.0,0.9225551654188476,0.8511080332409973,1.266989801811655,3.0,3.0,0.0,食品饮料,A,New,玩具乐器,早教/智能玩具,早教/智能玩具_1,中心仓,华东
40.0,1.0,1.2903225806451613,31.0,1.3486803200236692,1.818938605619147,1.8665130505147656,5.0,5.0,0.0,食品饮料,A,New,玩具乐器,绘画/DIY,绘画/DIY_2,中心仓,华东
159.0,5.0,6.36,25.0,4.663732410848633,21.750400000000003,7.886697661252142,18.0,18.0,0.0,食品饮料,A,New,玩具乐器,创意减压,创意减压_1,中心仓,华东
11.53658536585366,0.0,0.2682926829268293,43.0,0.4834175932709053,0.2336925694838343,0.5528775028845997,2.0,2.0,0.0,食品饮料,A,New,玩具乐器,绘画/DIY,绘画/DIY_2,区域仓,西南
23.0,0.0,0.71875,32.0,0.9432117670491608,0.8896484375,1.1858541225631425,3.0,3.0,0.0,食品饮料,A,New,玩具乐器,创意减压,创意减压_1,区域仓,西南
51.0,1.0,1.4166666666666667,36.0,1.963203164898291,3.8541666666666665,2.420973174388992,7.0,7.0,0.0,食品饮料,A,New,玩具乐器,绘画/DIY,绘画/DIY_3,区域仓,华北
15.46875,0.0,0.46875,33.0,0.9842509842514764,0.96875,1.0901727214070256,4.0,4.0,0.0,食品饮料,A,New,玩具乐器,绘画/DIY,绘画/DIY_1,区域仓,华北
58.9,1.0,1.9,31.0,2.557090080036164,6.538709677419355,3.1857039531976845,13.0,13.0,0.0,食品饮料,A,New,玩具乐器,创意减压,创意减压_1,区域仓,华北
600.0,13.0,14.285714285714286,42.0,10.59938388659974,112.3469387755102,17.788439263425317,46.0,46.0,0.0,数码,B,Large,数码,影音娱乐,影音娱乐_1,中心仓,华东
75.0,2.0,2.586206896551724,29.0,1.866533600375773,3.483947681331747,3.1894221722913145,8.0,8.0,0.0,数码,B,Large,数码,影音娱乐,影音娱乐_1,中心仓,华东
95.0,2.0,2.317073170731707,41.0,2.07704086400427,4.314098750743605,3.111740160949865,8.0,8.0,0.0,数码,B,Large,数码,影音娱乐,影音娱乐_1,区域仓,华北
76.92307692307692,2.0,1.923076923076923,40.0,1.6490090264248916,2.7192307692307685,2.5332697490203797,6.0,6.0,0.0,数码,B,Large,数码,影音娱乐,影音娱乐_1,区域仓,西南
39.975,1.0,0.975,41.0,1.1150303506751864,1.2432926829268294,1.481187929645266,4.0,4.0,0.0,数码,B,Large,数码,影音娱乐,影音娱乐_1,区域仓,东北
20.0,0.0,0.4761904761904761,42.0,0.6982322999340561,0.4875283446712017,0.8451542547285166,2.0,2.0,0.0,数码,B,Large,数码,影音娱乐,影音娱乐_1,区域仓,华中
95.26829268292684,2.0,2.268292682926829,42.0,1.8519537976842888,3.4297328687572595,2.9282903824888424,8.0,8.0,0.0,数码,B,Large,数码,影音娱乐,影音娱乐_1,区域仓,华南
