id,qty,date
15,9.0,2022-11-02
15,0.0,2022-11-03
15,12.0,2022-11-04
15,3.0,2022-11-05
15,2.0,2022-11-06
15,2.0,2022-11-07
15,4.0,2022-11-08
15,2.0,2022-11-09
15,5.0,2022-11-10
15,2.0,2022-11-11
16,2.0,2022-11-01
16,6.0,2022-11-02
16,6.0,2022-11-03
16,6.0,2022-11-04
16,5.0,2022-11-05
16,6.0,2022-11-06
16,2.0,2022-11-07
16,6.0,2022-11-08
16,4.0,2022-11-09
16,6.0,2022-11-10
16,2.0,2022-11-11
17,3.0,2022-11-01
17,1.0,2022-11-02
17,1.0,2022-11-03
17,3.0,2022-11-04
17,0.0,2022-11-05
17,0.0,2022-11-06
17,0.0,2022-11-07
17,1.0,2022-11-08
17,1.0,2022-11-09
17,3.0,2022-11-10
17,1.0,2022-11-11
18,67.0,2022-11-01
18,61.0,2022-11-02
18,53.0,2022-11-03
18,46.0,2022-11-04
18,49.0,2022-11-05
18,50.0,2022-11-06
18,28.0,2022-11-07
18,26.0,2022-11-08
18,43.0,2022-11-09
18,78.0,2022-11-10
18,125.0,2022-11-11
19,34.0,2022-11-01
19,51.0,2022-11-02
19,33.0,2022-11-03
19,15.0,2022-11-04
19,16.0,2022-11-05
19,8.0,2022-11-06
19,22.0,2022-11-07
19,44.0,2022-11-08
19,38.0,2022-11-09
19,66.0,2022-11-10
19,41.0,2022-11-11
20,90.0,2022-11-01
20,81.0,2022-11-02
20,84.0,2022-11-03
20,51.0,2022-11-04
20,50.0,2022-11-05
20,41.0,2022-11-06
20,50.0,2022-11-07
20,33.0,2022-11-08
20,45.0,2022-11-09
20,64.0,2022-11-10
20,61.0,2022-11-11
21,13.0,2022-11-01
21,16.0,2022-11-02
21,22.0,2022-11-03
21,20.0,2022-11-04
21,17.0,2022-11-05
21,37.0,2022-11-06
21,26.0,2022-11-07
21,18.0,2022-11-08
21,20.0,2022-11-09
21,37.0,2022-11-10
21,44.0,2022-11-11
22,6.0,2022-11-01
22,1.0,2022-11-02
22,2.0,2022-11-03
22,2.0,2022-11-04
22,1.0,2022-11-05
22,0.0,2022-11-06
22,4.0,2022-11-07
22,1.0,2022-11-08
22,2.0,2022-11-09
22,2.0,2022-11-10
22,7.0,2022-11-11
23,1.0,2022-11-01
23,0.0,2022-11-02
23,5.0,2022-11-03
23,3.0,2022-11-04
23,1.0,2022-11-05
23,1.0,2022-11-06
23,5.0,2022-11-07
23,1.0,2022-11-08
23,0.0,2022-11-09
23,0.0,2022-11-10
23,0.0,2022-11-11
24,12.0,2022-11-01
24,14.0,2022-11-02
24,10.0,2022-11-03
24,13.0,2022-11-04
24,10.0,2022-11-05
24,18.0,2022-11-06
24,23.0,2022-11-07
24,9.0,2022-11-08
24,17.0,2022-11-09
24,29.0,2022-11-10
24,15.0,2022-11-11
25,3.0,2022-11-01
25,0.0,2022-11-02
25,2.0,2022-11-03
25,0.0,2022-11-04
25,0.0,2022-11-05
25,5.0,2022-11-06
25,3.0,2022-11-07
25,0.0,2022-11-08
25,0.0,2022-11-09
25,10.0,2022-11-10
25,2.0,2022-11-11
26,22.0,2022-11-01
26,25.0,2022-11-02
26,43.0,2022-11-03
26,33.0,2022-11-04
26,32.0,2022-11-05
26,32.0,2022-11-06
26,34.0,2022-11-07
26,17.0,2022-11-08
26,17.0,2022-11-09
26,25.0,2022-11-10
26,13.0,2022-11-11
27,1.0,2022-11-01
27,14.0,2022-11-02
27,3.0,2022-11-03
27,1.0,2022-11-04
27,10.0,2022-11-05
27,6.0,2022-11-06
27,8.0,2022-11-07
27,6.0,2022-11-08
27,18.0,2022-11-09
27,12.0,2022-11-10
27,11.0,2022-11-11
28,0.0,2022-11-01
28,1.0,2022-11-02
28,1.0,2022-11-03
28,19.0,2022-11-04
28,1.0,2022-11-05
28,6.0,2022-11-06
28,0.0,2022-11-07
28,4.0,2022-11-08
28,6.0,2022-11-09
28,13.0,2022-11-10
28,11.0,2022-11-11
29,6.0,2022-11-01
29,4.0,2022-11-02
29,0.0,2022-11-03
29,2.0,2022-11-04
29,3.0,2022-11-05
29,4.0,2022-11-06
29,1.0,2022-11-07
29,1.0,2022-11-08
29,3.0,2022-11-09
29,0.0,2022-11-10
29,3.0,2022-11-11
30,6.0,2022-11-01
30,5.0,2022-11-02
30,1.0,2022-11-03
30,2.0,2022-11-04
30,2.0,2022-11-05
30,1.0,2022-11-06
30,0.0,2022-11-07
30,0.0,2022-11-08
30,11.0,2022-11-09
30,21.0,2022-11-10
30,3.0,2022-11-11
31,8.0,2022-11-01
31,3.0,2022-11-02
31,1.0,2022-11-03
31,11.0,2022-11-04
31,12.0,2022-11-05
31,0.0,2022-11-06
31,2.0,2022-11-07
31,4.0,2022-11-08
31,5.0,2022-11-09
31,2.0,2022-11-10
31,8.0,2022-11-11
32,10.0,2022-11-01
32,35.0,2022-11-02
32,14.0,2022-11-03
32,3.0,2022-11-04
32,10.0,2022-11-05
32,33.0,2022-11-06
32,14.0,2022-11-07
32,11.0,2022-11-08
32,9.0,2022-11-09
32,7.0,2022-11-10
32,5.0,2022-11-11
33,21.0,2022-11-01
33,1.0,2022-11-02
33,2.0,2022-11-03
33,1.0,2022-11-04
33,2.0,2022-11-05
33,12.0,2022-11-06
33,7.0,2022-11-07
33,4.0,2022-11-08
33,1.0,2022-11-09
33,2.0,2022-11-10
33,11.0,2022-11-11
34,0.0,2022-11-01
34,0.0,2022-11-02
34,1.0,2022-11-03
34,0.0,2022-11-04
34,0.0,2022-11-05
34,0.0,2022-11-06
34,0.0,2022-11-07
34,2.0,2022-11-08
34,0.0,2022-11-09
34,6.0,2022-11-10
34,0.0,2022-11-11
35,0.0,2022-11-01
35,2.0,2022-11-02
35,0.0,2022-11-03
35,3.0,2022-11-04
35,0.0,2022-11-05
35,0.0,2022-11-06
35,0.0,2022-11-07
35,0.0,2022-11-08
35,3.0,2022-11-09
35,5.0,2022-11-10
35,1.0,2022-11-11
36,13.0,2022-11-01
36,3.0,2022-11-02
36,1.0,2022-11-03
36,5.0,2022-11-04
36,0.0,2022-11-05
36,0.0,2022-11-06
36,2.0,2022-11-07
36,5.0,2022-11-08
36,0.0,2022-11-09
36,11.0,2022-11-10
36,2.0,2022-11-11
37,0.0,2022-11-01
37,0.0,2022-11-02
37,0.0,2022-11-03
37,0.0,2022-11-04
37,0.0,2022-11-05
37,0.0,2022-11-06
37,0.0,2022-11-07
37,0.0,2022-11-08
37,0.0,2022-11-09
37,0.0,2022-11-10
37,0.0,2022-11-11
38,16.0,2022-11-01
38,1.0,2022-11-02
38,5.0,2022-11-03
38,3.0,2022-11-04
38,3.0,2022-11-05
38,0.0,2022-11-06
38,0.0,2022-11-07
38,0.0,2022-11-08
38,0.0,2022-11-09
38,0.0,2022-11-10
38,0.0,2022-11-11
39,5.0,2022-11-01
39,4.0,2022-11-02
39,6.0,2022-11-03
39,6.0,2022-11-04
39,3.0,2022-11-05
39,0.0,2022-11-06
39,3.0,2022-11-07
39,1.0,2022-11-08
39,0.0,2022-11-09
39,5.0,2022-11-10
39,2.0,2022-11-11
40,8.0,2022-11-01
40,21.0,2022-11-02
40,9.0,2022-11-03
40,20.0,2022-11-04
40,16.0,2022-11-05
40,15.0,2022-11-06
40,16.0,2022-11-07
40,12.0,2022-11-08
40,15.0,2022-11-09
40,28.0,2022-11-10
40,10.0,2022-11-11
41,7.0,2022-11-01
41,11.0,2022-11-02
41,4.0,2022-11-03
41,8.0,2022-11-04
41,4.0,2022-11-05
41,7.0,2022-11-06
41,7.0,2022-11-07
41,2.0,2022-11-08
41,8.0,2022-11-09
41,5.0,2022-11-10
41,8.0,2022-11-11
42,19.0,2022-11-01
42,3.0,2022-11-02
42,7.0,2022-11-03
42,15.0,2022-11-04
42,12.0,2022-11-05
42,5.0,2022-11-06
42,22.0,2022-11-07
42,9.0,2022-11-08
42,5.0,2022-11-09
42,6.0,2022-11-10
42,10.0,2022-11-11
43,111.0,2022-11-01
43,103.0,2022-11-02
43,93.0,2022-11-03
43,75.0,2022-11-04
43,118.0,2022-11-05
43,70.0,2022-11-06
43,65.0,2022-11-07
43,82.0,2022-11-08
43,60.0,2022-11-09
43,108.0,2022-11-10
43,75.0,2022-11-11
44,1.0,2022-11-01
44,1.0,2022-11-02
44,1.0,2022-11-03
44,0.0,2022-11-04
44,0.0,2022-11-05
44,5.0,2022-11-06
44,1.0,2022-11-07
44,2.0,2022-11-08
44,0.0,2022-11-09
44,1.0,2022-11-10
44,1.0,2022-11-11
45,19.0,2022-11-01
45,7.0,2022-11-02
45,14.0,2022-11-03
45,13.0,2022-11-04
45,33.0,2022-11-05
45,14.0,2022-11-06
45,6.0,2022-11-07
45,6.0,2022-11-08
45,16.0,2022-11-09
45,38.0,2022-11-10
45,40.0,2022-11-11
46,32.0,2022-11-01
46,40.0,2022-11-02
46,8.0,2022-11-03
46,41.0,2022-11-04
46,31.0,2022-11-05
46,27.0,2022-11-06
46,67.0,2022-11-07
46,32.0,2022-11-08
46,51.0,2022-11-09
46,72.0,2022-11-10
46,37.0,2022-11-11
47,2.0,2022-11-01
47,0.0,2022-11-02
47,2.0,2022-11-03
47,1.0,2022-11-04
47,0.0,2022-11-05
47,0.0,2022-11-06
47,1.0,2022-11-07
47,0.0,2022-11-08
47,1.0,2022-11-09
47,1.0,2022-11-10
47,0.0,2022-11-11
48,0.0,2022-11-01
48,0.0,2022-11-02
48,0.0,2022-11-03
48,0.0,2022-11-04
48,0.0,2022-11-05
48,0.0,2022-11-06
48,0.0,2022-11-07
48,0.0,2022-11-08
48,0.0,2022-11-09
48,0.0,2022-11-10
48,0.0,2022-11-11
49,46.0,2022-11-01
49,19.0,2022-11-02
49,22.0,2022-11-03
49,15.0,2022-11-04
49,11.0,2022-11-05
49,13.0,2022-11-06
49,18.0,2022-11-07
49,19.0,2022-11-08
49,10.0,2022-11-09
49,25.0,2022-11-10
49,21.0,2022-11-11
50,0.0,2022-11-01
50,2.0,2022-11-02
50,13.0,2022-11-03
50,0.0,2022-11-04
50,2.0,2022-11-05
50,3.0,2022-11-06
50,0.0,2022-11-07
50,11.0,2022-11-08
50,0.0,2022-11-09
50,16.0,2022-11-10
50,0.0,2022-11-11
51,0.0,2022-11-01
51,2.0,2022-11-02
51,2.0,2022-11-03
51,5.0,2022-11-04
51,1.0,2022-11-05
51,3.0,2022-11-06
51,1.0,2022-11-07
51,0.0,2022-11-08
51,0.0,2022-11-09
51,10.0,2022-11-10
51,2.0,2022-11-11
52,0.0,2022-11-01
52,2.0,2022-11-02
52,0.0,2022-11-03
52,0.0,2022-11-04
52,0.0,2022-11-05
52,0.0,2022-11-06
52,0.0,2022-11-07
52,4.0,2022-11-08
52,4.0,2022-11-09
52,9.0,2022-11-10
52,3.0,2022-11-11
53,9.0,2022-11-01
53,0.0,2022-11-02
53,0.0,2022-11-03
53,0.0,2022-11-04
53,1.0,2022-11-05
53,2.0,2022-11-06
53,0.0,2022-11-07
53,1.0,2022-11-08
53,3.0,2022-11-09
53,3.0,2022-11-10
53,1.0,2022-11-11
54,0.0,2022-11-01
54,0.0,2022-11-02
54,1.0,2022-11-03
54,0.0,2022-11-04
54,1.0,2022-11-05
54,1.0,2022-11-06
54,2.0,2022-11-07
54,1.0,2022-11-08
54,0.0,2022-11-09
54,4.0,2022-11-10
54,4.0,2022-11-11
55,34.0,2022-11-01
55,33.0,2022-11-02
55,38.0,2022-11-03
55,21.0,2022-11-04
55,18.0,2022-11-05
55,23.0,2022-11-06
55,28.0,2022-11-07
55,44.0,2022-11-08
55,23.0,2022-11-09
55,52.0,2022-11-10
55,0.0,2022-11-11
56,0.0,2022-11-01
56,1.0,2022-11-02
56,3.0,2022-11-03
56,6.0,2022-11-04
56,10.0,2022-11-05
56,3.0,2022-11-06
56,25.0,2022-11-07
56,1.0,2022-11-08
56,3.0,2022-11-09
56,9.0,2022-11-10
56,8.0,2022-11-11
57,2.0,2022-11-01
57,11.0,2022-11-02
57,10.0,2022-11-03
57,19.0,2022-11-04
57,17.0,2022-11-05
57,24.0,2022-11-06
57,49.0,2022-11-07
57,36.0,2022-11-08
57,53.0,2022-11-09
57,47.0,2022-11-10
57,18.0,2022-11-11
58,46.0,2022-11-01
58,91.0,2022-11-02
58,53.0,2022-11-03
58,40.0,2022-11-04
58,37.0,2022-11-05
58,44.0,2022-11-06
58,35.0,2022-11-07
58,45.0,2022-11-08
58,53.0,2022-11-09
58,46.0,2022-11-10
58,59.0,2022-11-11
59,16.0,2022-11-01
59,22.0,2022-11-02
59,23.0,2022-11-03
59,27.0,2022-11-04
59,36.0,2022-11-05
59,22.0,2022-11-06
59,25.0,2022-11-07
59,67.0,2022-11-08
59,40.0,2022-11-09
59,71.0,2022-11-10
59,41.0,2022-11-11
60,1.0,2022-11-01
60,2.0,2022-11-02
60,2.0,2022-11-03
60,1.0,2022-11-04
60,4.0,2022-11-05
60,2.0,2022-11-06
60,13.0,2022-11-07
60,2.0,2022-11-08
60,7.0,2022-11-09
60,8.0,2022-11-10
60,4.0,2022-11-11
61,12.0,2022-11-01
61,5.0,2022-11-02
61,6.0,2022-11-03
61,11.0,2022-11-04
61,3.0,2022-11-05
61,7.0,2022-11-06
61,5.0,2022-11-07
61,6.0,2022-11-08
61,10.0,2022-11-09
61,10.0,2022-11-10
61,6.0,2022-11-11
62,4.0,2022-11-01
62,5.0,2022-11-02
62,6.0,2022-11-03
62,8.0,2022-11-04
62,7.0,2022-11-05
62,12.0,2022-11-06
62,7.0,2022-11-07
62,3.0,2022-11-08
62,2.0,2022-11-09
62,10.0,2022-11-10
62,3.0,2022-11-11
63,11.0,2022-11-01
63,6.0,2022-11-02
63,13.0,2022-11-03
63,30.0,2022-11-04
63,14.0,2022-11-05
63,6.0,2022-11-06
63,12.0,2022-11-07
63,19.0,2022-11-08
63,24.0,2022-11-09
63,27.0,2022-11-10
63,20.0,2022-11-11
64,7.0,2022-11-01
64,3.0,2022-11-02
64,6.0,2022-11-03
64,3.0,2022-11-04
64,10.0,2022-11-05
64,3.0,2022-11-06
64,6.0,2022-11-07
64,3.0,2022-11-08
64,4.0,2022-11-09
64,4.0,2022-11-10
64,3.0,2022-11-11
65,4.0,2022-11-01
65,7.0,2022-11-02
65,8.0,2022-11-03
65,12.0,2022-11-04
65,3.0,2022-11-05
65,7.0,2022-11-06
65,4.0,2022-11-07
65,2.0,2022-11-08
65,44.0,2022-11-09
65,28.0,2022-11-10
65,9.0,2022-11-11
66,7.0,2022-11-01
66,24.0,2022-11-02
66,18.0,2022-11-03
66,19.0,2022-11-04
66,12.0,2022-11-05
66,13.0,2022-11-06
66,55.0,2022-11-07
66,47.0,2022-11-08
66,15.0,2022-11-09
66,50.0,2022-11-10
66,33.0,2022-11-11
67,3.0,2022-11-01
67,5.0,2022-11-02
67,10.0,2022-11-03
67,26.0,2022-11-04
67,4.0,2022-11-05
67,4.0,2022-11-06
67,29.0,2022-11-07
67,16.0,2022-11-08
67,11.0,2022-11-09
67,47.0,2022-11-10
67,0.0,2022-11-11
68,35.0,2022-11-01
68,50.0,2022-11-02
68,39.0,2022-11-03
68,31.0,2022-11-04
68,34.0,2022-11-05
68,34.0,2022-11-06
68,33.0,2022-11-07
68,28.0,2022-11-08
68,6.0,2022-11-09
68,39.0,2022-11-10
68,12.0,2022-11-11
69,3.0,2022-11-01
69,5.0,2022-11-02
69,2.0,2022-11-03
69,4.0,2022-11-04
69,4.0,2022-11-05
69,12.0,2022-11-06
69,7.0,2022-11-07
69,0.0,2022-11-08
69,8.0,2022-11-09
69,4.0,2022-11-10
69,16.0,2022-11-11
70,8.0,2022-11-07
70,4.0,2022-11-08
70,20.0,2022-11-09
70,15.0,2022-11-10
70,12.0,2022-11-11
71,2.0,2022-11-01
71,2.0,2022-11-02
71,0.0,2022-11-03
71,0.0,2022-11-04
71,0.0,2022-11-05
71,0.0,2022-11-06
71,0.0,2022-11-07
71,0.0,2022-11-08
71,0.0,2022-11-09
71,0.0,2022-11-10
71,0.0,2022-11-11
72,0.0,2022-11-01
72,0.0,2022-11-02
72,0.0,2022-11-03
72,0.0,2022-11-04
72,0.0,2022-11-05
72,0.0,2022-11-06
72,0.0,2022-11-07
72,1.0,2022-11-08
72,0.0,2022-11-09
72,0.0,2022-11-10
72,3.0,2022-11-11
73,1.0,2022-11-01
73,0.0,2022-11-02
73,1.0,2022-11-03
73,2.0,2022-11-04
73,7.0,2022-11-05
73,2.0,2022-11-06
73,3.0,2022-11-07
73,3.0,2022-11-08
73,2.0,2022-11-09
73,3.0,2022-11-10
73,0.0,2022-11-11
74,3.0,2022-11-01
74,3.0,2022-11-02
74,0.0,2022-11-03
74,3.0,2022-11-04
74,0.0,2022-11-05
74,1.0,2022-11-06
74,0.0,2022-11-07
74,0.0,2022-11-08
74,4.0,2022-11-09
74,3.0,2022-11-10
74,0.0,2022-11-11
75,0.0,2022-11-01
75,10.0,2022-11-02
75,5.0,2022-11-03
75,0.0,2022-11-04
75,0.0,2022-11-05
75,0.0,2022-11-06
75,13.0,2022-11-07
75,0.0,2022-11-08
75,11.0,2022-11-09
75,0.0,2022-11-10
75,0.0,2022-11-11
76,3.0,2022-11-01
76,3.0,2022-11-02
76,0.0,2022-11-03
76,2.0,2022-11-04
76,3.0,2022-11-05
76,4.0,2022-11-06
76,9.0,2022-11-07
76,4.0,2022-11-08
76,4.0,2022-11-09
76,12.0,2022-11-10
76,0.0,2022-11-11
77,2.0,2022-11-01
77,0.0,2022-11-02
77,0.0,2022-11-03
77,4.0,2022-11-04
77,0.0,2022-11-05
77,1.0,2022-11-06
77,5.0,2022-11-07
77,0.0,2022-11-08
77,0.0,2022-11-09
77,5.0,2022-11-10
77,0.0,2022-11-11
78,0.0,2022-11-01
78,11.0,2022-11-02
78,7.0,2022-11-03
78,1.0,2022-11-04
78,1.0,2022-11-05
78,1.0,2022-11-06
78,0.0,2022-11-07
78,1.0,2022-11-08
78,4.0,2022-11-09
78,2.0,2022-11-10
78,0.0,2022-11-11
79,2.0,2022-11-01
79,3.0,2022-11-02
79,1.0,2022-11-03
79,5.0,2022-11-04
79,0.0,2022-11-05
79,5.0,2022-11-06
79,1.0,2022-11-07
79,0.0,2022-11-08
79,5.0,2022-11-09
79,4.0,2022-11-10
79,0.0,2022-11-11
80,1.0,2022-11-01
80,6.0,2022-11-02
80,6.0,2022-11-03
80,0.0,2022-11-04
80,7.0,2022-11-05
80,0.0,2022-11-06
80,6.0,2022-11-07
80,4.0,2022-11-08
80,8.0,2022-11-09
80,1.0,2022-11-10
80,0.0,2022-11-11
81,4.0,2022-11-01
81,4.0,2022-11-02
81,5.0,2022-11-03
81,1.0,2022-11-04
81,6.0,2022-11-05
81,1.0,2022-11-06
81,4.0,2022-11-07
81,1.0,2022-11-08
81,8.0,2022-11-09
81,7.0,2022-11-10
81,0.0,2022-11-11
82,0.0,2022-11-01
82,0.0,2022-11-02
82,0.0,2022-11-03
82,0.0,2022-11-04
82,0.0,2022-11-05
82,0.0,2022-11-06
82,0.0,2022-11-07
82,0.0,2022-11-08
82,0.0,2022-11-09
82,0.0,2022-11-10
82,0.0,2022-11-11
83,18.0,2022-11-01
83,14.0,2022-11-02
83,34.0,2022-11-03
83,14.0,2022-11-04
83,14.0,2022-11-05
83,19.0,2022-11-06
83,15.0,2022-11-07
83,13.0,2022-11-08
83,4.0,2022-11-09
83,33.0,2022-11-10
83,7.0,2022-11-11
84,4.0,2022-11-01
84,0.0,2022-11-02
84,10.0,2022-11-03
84,6.0,2022-11-04
84,9.0,2022-11-05
84,8.0,2022-11-06
84,5.0,2022-11-07
84,5.0,2022-11-08
84,6.0,2022-11-09
84,4.0,2022-11-10
84,2.0,2022-11-11
85,0.0,2022-11-01
85,4.0,2022-11-02
85,2.0,2022-11-03
85,2.0,2022-11-04
85,2.0,2022-11-05
85,5.0,2022-11-06
85,0.0,2022-11-07
85,0.0,2022-11-08
85,10.0,2022-11-09
85,1.0,2022-11-10
85,1.0,2022-11-11
86,1.0,2022-11-01
86,0.0,2022-11-02
86,0.0,2022-11-03
86,0.0,2022-11-04
86,1.0,2022-11-05
86,0.0,2022-11-06
86,0.0,2022-11-07
86,3.0,2022-11-08
86,8.0,2022-11-09
86,16.0,2022-11-10
86,12.0,2022-11-11
87,0.0,2022-11-01
87,0.0,2022-11-02
87,0.0,2022-11-03
87,0.0,2022-11-04
87,1.0,2022-11-05
87,0.0,2022-11-06
87,0.0,2022-11-07
87,0.0,2022-11-08
87,1.0,2022-11-09
87,0.0,2022-11-10
87,0.0,2022-11-11
88,8.0,2022-11-01
88,6.0,2022-11-02
88,4.0,2022-11-03
88,3.0,2022-11-04
88,1.0,2022-11-05
88,10.0,2022-11-06
88,2.0,2022-11-07
88,2.0,2022-11-08
88,4.0,2022-11-09
88,5.0,2022-11-10
88,34.0,2022-11-11
89,8.0,2022-11-01
89,8.0,2022-11-02
89,26.0,2022-11-03
89,14.0,2022-11-04
89,4.0,2022-11-05
89,10.0,2022-11-06
89,3.0,2022-11-07
89,4.0,2022-11-08
89,0.0,2022-11-09
89,3.0,2022-11-10
89,0.0,2022-11-11
90,0.0,2022-11-01
90,0.0,2022-11-02
90,0.0,2022-11-03
90,0.0,2022-11-04
90,0.0,2022-11-05
90,0.0,2022-11-06
90,1.0,2022-11-07
90,0.0,2022-11-08
90,0.0,2022-11-09
90,2.0,2022-11-10
90,0.0,2022-11-11
91,5.0,2022-11-01
91,6.0,2022-11-02
91,11.0,2022-11-03
91,1.0,2022-11-04
91,9.0,2022-11-05
91,3.0,2022-11-06
91,12.0,2022-11-07
91,9.0,2022-11-08
91,4.0,2022-11-09
91,13.0,2022-11-10
91,4.0,2022-11-11
92,21.0,2022-11-01
92,41.0,2022-11-02
92,27.0,2022-11-03
92,14.0,2022-11-04
92,9.0,2022-11-05
92,12.0,2022-11-06
92,6.0,2022-11-07
92,13.0,2022-11-08
92,14.0,2022-11-09
92,18.0,2022-11-10
92,6.0,2022-11-11
93,2.0,2022-11-01
93,1.0,2022-11-02
93,1.0,2022-11-03
93,7.0,2022-11-04
93,2.0,2022-11-05
93,1.0,2022-11-06
93,0.0,2022-11-07
93,0.0,2022-11-08
93,1.0,2022-11-09
93,6.0,2022-11-10
93,0.0,2022-11-11
94,2.0,2022-11-01
94,4.0,2022-11-02
94,7.0,2022-11-03
94,6.0,2022-11-04
94,9.0,2022-11-05
94,1.0,2022-11-06
94,4.0,2022-11-07
94,3.0,2022-11-08
94,3.0,2022-11-09
94,4.0,2022-11-10
94,3.0,2022-11-11
95,26.0,2022-11-01
95,12.0,2022-11-02
95,40.0,2022-11-03
95,18.0,2022-11-04
95,27.0,2022-11-05
95,18.0,2022-11-06
95,28.0,2022-11-07
95,13.0,2022-11-08
95,18.0,2022-11-09
95,82.0,2022-11-10
95,16.0,2022-11-11
96,3.0,2022-11-01
96,0.0,2022-11-02
96,1.0,2022-11-03
96,0.0,2022-11-04
96,9.0,2022-11-05
96,8.0,2022-11-06
96,5.0,2022-11-07
96,5.0,2022-11-08
96,0.0,2022-11-09
96,26.0,2022-11-10
96,12.0,2022-11-11
97,13.0,2022-11-01
97,12.0,2022-11-02
97,18.0,2022-11-03
97,56.0,2022-11-04
97,12.0,2022-11-05
97,34.0,2022-11-06
97,48.0,2022-11-07
97,22.0,2022-11-08
97,35.0,2022-11-09
97,68.0,2022-11-10
97,43.0,2022-11-11
98,7.0,2022-11-01
98,15.0,2022-11-02
98,10.0,2022-11-03
